tag-local-identifier,date,timestamp,location-lat,location-long
4009,2016-09-06,2016-09-06 02:00:23.000,39.6187389,29.4012058
4009,2016-09-07,2016-09-07 02:00:23.000,38.4741986,31.4144811
4009,2016-09-08,2016-09-08 02:00:23.000,36.3916824,33.8691551
4009,2016-09-09,2016-09-09 02:00:23.000,36.3908586,33.8690556
4009,2016-09-10,2016-09-10 02:00:23.000,36.690477,35.5965922
4009,2016-09-11,2016-09-11 02:00:23.000,34.2926867,36.8503337
4009,2016-09-12,2016-09-12 02:00:23.000,32.6180779,35.5552546
4009,2016-09-13,2016-09-13 02:00:23.000,32.5048897,35.5529398
4009,2016-09-14,2016-09-14 02:00:23.000,32.3971983,35.5534598
4009,2016-09-15,2016-09-15 02:00:23.000,32.3955902,35.55257
4009,2016-09-16,2016-09-16 02:00:23.000,32.3955796,35.5525705
4009,2016-09-17,2016-09-17 02:00:23.000,32.3971832,35.5534687
4009,2016-09-18,2016-09-18 02:00:23.000,32.3968425,35.5533179
4009,2016-09-19,2016-09-19 02:00:23.000,32.4056892,35.5595843
4009,2016-09-20,2016-09-20 02:00:23.000,32.3958169,35.5529063
4009,2016-09-21,2016-09-21 02:00:23.000,32.4294715,35.5346046
4009,2016-09-22,2016-09-22 02:00:23.000,32.3990034,35.5539524
4009,2016-09-23,2016-09-23 02:00:23.000,32.4002085,35.5564324
4009,2016-09-24,2016-09-24 02:00:23.000,32.4001671,35.5502882
4009,2016-09-25,2016-09-25 02:00:23.000,28.9239572,33.4345358
4009,2016-09-26,2016-09-26 02:00:23.000,25.8110132,32.9326175
4009,2016-09-27,2016-09-27 02:00:23.000,24.0152018,32.8953301
4009,2016-09-28,2016-09-28 02:00:23.000,22.5313959,31.9910115
4009,2016-09-29,2016-09-29 02:00:23.000,22.5322583,31.9956094
4009,2016-09-30,2016-09-30 02:00:23.000,20.7966728,30.6917351
4009,2016-10-01,2016-10-01 02:00:23.000,17.5723078,29.075305
4009,2016-10-02,2016-10-02 02:00:23.000,14.884536,26.738087
4009,2016-10-03,2016-10-03 02:00:23.000,14.9154621,27.0003685
4009,2016-10-04,2016-10-04 02:00:23.000,14.884255,26.738029
4009,2016-10-05,2016-10-05 02:00:23.000,14.8851859,26.7383842
4009,2016-10-06,2016-10-06 02:00:23.000,14.8845375,26.737592
4009,2016-10-07,2016-10-07 02:00:23.000,14.9234524,27.0117346
4009,2016-10-08,2016-10-08 02:00:23.000,14.8851729,26.7383124
4009,2016-10-09,2016-10-09 02:00:23.000,14.3481765,24.3864659
4009,2016-10-10,2016-10-10 02:00:23.000,14.1259493,23.7873526
4009,2016-10-11,2016-10-11 02:00:23.000,14.1258422,23.7871337
4009,2016-10-12,2016-10-12 02:00:23.000,14.1253457,23.784974
4009,2016-10-13,2016-10-13 02:00:23.000,13.6791981,23.0997442
4009,2016-10-14,2016-10-14 02:00:23.000,13.1750821,25.1366268
4009,2016-10-15,2016-10-15 02:00:23.000,13.0326059,25.0233786
4009,2016-10-16,2016-10-16 02:00:23.000,13.0193976,24.9874425
4009,2016-10-17,2016-10-17 02:00:23.000,13.0288283,24.9790186
4009,2016-10-18,2016-10-18 02:00:23.000,13.0120892,25.0748312
4009,2016-10-19,2016-10-19 02:00:23.000,13.0364441,25.0863604
4009,2016-10-20,2016-10-20 02:00:23.000,13.011464,25.074126
4009,2016-10-21,2016-10-21 02:00:23.000,13.0123291,25.0742843
4009,2016-10-22,2016-10-22 02:00:23.000,13.0706467,25.1072826
4009,2016-10-23,2016-10-23 02:00:23.000,13.0706484,25.1072744
4009,2016-10-25,2016-10-25 17:10:06.000,12.3502626,26.1888148
4009,2016-11-07,2016-11-07 16:20:07.000,11.8932046,30.3739403
4009,2016-11-08,2016-11-08 16:20:07.000,11.8932095,30.3739094
4009,2016-11-09,2016-11-09 16:20:06.000,11.8932065,30.3739678
4009,2016-11-10,2016-11-10 16:20:06.000,11.8932605,30.3738981
4009,2016-11-11,2016-11-11 16:20:07.000,11.8931834,30.373857
4570,2016-06-23,2016-06-23 10:30:37.000,42.5251685,21.1140552
4570,2016-06-24,2016-06-24 02:00:23.000,42.5252834,21.1141497
4570,2016-06-25,2016-06-25 02:00:23.000,42.5252814,21.1141821
4570,2016-06-26,2016-06-26 02:00:23.000,42.5252754,21.1141803
4570,2016-06-27,2016-06-27 02:00:23.000,42.5252933,21.1141774
